1 66	0.0006800408024481469 0.015625
1 66 1 66	0.00044873246329094616 0.015625
1 66 20 85	0.0004202513511421224 0.0390625
1 66 22 87	0.0034554250172771253 0.0078125
1 66 35 100	0.00012377832060605907 0.01953125
1 66 39 77	0.0010335917312661498 0.0078125
1 66 44	0.0030581039755351682 0.00390625
1 66 44 50	0.1 0.015625
1 66 46 111	0.00013282284925811402 0.125
1 66 50	0.24277456647398843 0.13671875
1 66 51 116	7.897816612698253e-05 0.0078125
1 66 88	0.005988023952095809 0.00390625
1 66 92 85	0.00043122035360068997 0.02734375
1 66 115	0.22023809523809523 0.125
6 71	0.000981173729073404 0.0546875
6 71 1 66	0.00024987635250738527 0.01171875
6 71 6 71	0.0008736567722604591 0.0546875
6 71 8	0.0018867924528301887 0.00390625
6 71 10 75	0.0003826903633887315 0.0390625
6 71 12 77	0.0002615233736515201 0.0078125
6 71 12 105	0.00013642192573190364 0.0234375
6 71 20 85	3.2316542068443355e-05 0.02734375
6 71 23	0.004366812227074236 0.0078125
6 71 23 109	0.09090909090909091 0.00390625
6 71 28 77	0.0003147623544224111 0.0078125
6 71 29 102	0.052083333333333336 0.00390625
6 71 35 100	1.5162774171611085e-05 0.0234375
6 71 37 102	0.0009081440010415988 0.01171875
6 71 40 105	8.78225764399472e-05 0.04296875
6 71 41 106	0.0002980814497587421 0.02734375
6 71 44 50	0.2222222222222222 0.01171875
6 71 46 111	0.00016537553864626536 0.14453125
6 71 50	0.15736040609137056 0.171875
6 71 51 116	4.996058664831078e-05 0.01953125
6 71 67 2	0.00023831409798113915 0.02734375
6 71 73	0.001976284584980237 0.00390625
6 71 75 50	0.041666666666666664 0.00390625
6 71 88	0.0030581039755351682 0.00390625
6 71 109	0.00686106346483705 0.0078125
6 71 109 50	0.08450704225352113 0.01171875
6 71 110	0.00199203187250996 0.00390625
6 71 115	0.11395348837209303 0.1328125
6 87 20 85	0.00031776294884016526 0.00390625
6 87 46 111	9.890333653314716e-05 0.0078125
6 87 50	0.6666666666666666 0.01171875
6 87 115	0.6 0.0078125
8 8 8 50	0.9310344827586207 0.0078125
8 8 8 115	0.75 0.00390625
8 8 46 111	0.0001386632000866645 0.0546875
8 8 50	1.0 0.07421875
8 8 73 50	0.9393939393939394 0.0078125
8 8 73 115	0.8333333333333334 0.00390625
8 8 115	1.0 0.05859375
8 12 77	0.05555555555555555 0.00390625
8 12 77 50	0.5 0.00390625
8 20 85	0.0003707136237256719 0.0078125
8 37 111 115	0.015625 0.00390625
8 40 77 115	0.3333333333333333 0.0078125
8 46 111	0.00020104399273369568 0.0546875
8 46 111 23	0.0017165277096615988 0.01953125
8 46 111 50	0.010717410323709537 0.06640625
8 46 111 115	0.01003584229390681 0.0546875
8 73 8 50	0.9444444444444444 0.0078125
8 73 8 115	0.75 0.00390625
8 73 12 77	0.04430379746835443 0.00390625
8 73 50	1.0 0.078125
8 73 73 50	0.9444444444444444 0.0078125
8 73 115	1.0 0.0625
8 123 58 115	0.7777777777777778 0.02734375
10 32 75 50	0.15555555555555556 0.01953125
10 75	0.002224694104560623 0.015625
10 75 6 71	0.0003322733004625893 0.0390625
10 75 12 77	0.002779064381658175 0.00390625
10 75 23	0.0375 0.01171875
10 75 41 106	0.00015041449448765061 0.01953125
10 75 46 111	0.00010440490542432563 0.08203125
10 75 50	0.5421686746987951 0.1015625
10 75 88	0.02564102564102564 0.0078125
10 75 115	0.46153846153846156 0.078125
10 97 75 50	0.1346153846153846 0.01953125
12 15 100	0.0010460251046025104 0.00390625
12 30 85	0.0002600780234070221 0.00390625
12 77	0.006211180124223602 0.0078125
12 77 6 71	0.0001824595547986863 0.00390625
12 77 8	0.034482758620689655 0.00390625
12 77 8 73	0.04487179487179487 0.00390625
12 77 8 115	0.6666666666666666 0.00390625
12 77 10 75	0.001932367149758454 0.00390625
12 77 12 77	0.0006133558230468451 0.0078125
12 77 40 77	0.0006406149903907751 0.00390625
12 77 46 111	0.00010769576385291585 0.0859375
12 77 50	0.7619047619047619 0.1015625
12 77 50 50	0.0625 0.0078125
12 77 50 115	0.05263157894736842 0.0078125
12 77 73	0.043478260869565216 0.00390625
12 77 73 8	0.0379746835443038 0.00390625
12 77 73 73	0.04477611940298507 0.00390625
12 77 88	0.14814814814814814 0.015625
12 77 115	0.75 0.08203125
12 77 115 50	0.061224489795918366 0.0078125
12 77 115 115	0.06521739130434782 0.0078125
12 85 46 111	2.3266468468289685e-06 0.00390625
12 85 50	0.046511627906976744 0.0078125
12 85 67 2	0.0010615711252653928 0.00390625
12 85 109 50	0.4 0.00390625
12 85 115	0.025 0.00390625
12 86 2	0.0009250693802035153 0.00390625
12 93 6 71	9.144947416552355e-05 0.00390625
12 99 85	0.0002904162633107454 0.0078125
12 104 20 85	0.000669158506109049 0.01953125
12 104 35 100	0.00015190591285326564 0.0078125
12 104 46 111	4.473353524823165e-05 0.0546875
12 104 51 116	0.0002432629672676163 0.0078125
12 105 8 50	0.4 0.0078125
12 105 8 115	0.5 0.0078125
12 105 12 77	0.0006257822277847309 0.00390625
12 105 16 81	0.0007852862161603638 0.0078125
12 105 20 85	0.00045610206606676225 0.015625
12 105 23	0.031746031746031744 0.0078125
12 105 24 89	0.0004319032536711777 0.015625
12 105 35 100	0.000232074836282545 0.0078125
12 105 40 77	2.914941992654346e-05 0.0078125
12 105 46 111	8.51406122626626e-05 0.04296875
12 105 50	0.2 0.01953125
12 105 88	0.03278688524590164 0.0078125
12 105 115	0.19230769230769232 0.01953125
12 117 81	0.007194244604316547 0.00390625
12 126 61 104	1.02183664919326e-05 0.00390625
16 30 85	0.0006447453255963894 0.0078125
16 52 77	0.005780346820809248 0.00390625
16 52 105 50	0.16666666666666666 0.01171875
16 52 117 81	0.004975124378109453 0.0078125
16 52 126 4	0.01818181818181818 0.00390625
16 81 12 105	0.00011336583153837434 0.0078125
16 81 20 85	0.00030294150258985286 0.0546875
16 81 23	0.043243243243243246 0.02734375
16 81 35 100	0.00014034684383339358 0.0390625
16 81 46 111	6.885129438212429e-05 0.25
16 81 50	0.7449664429530202 0.328125
16 81 67 2	0.0012081347741459158 0.03515625
16 81 67 4	0.00473186119873817 0.00390625
16 81 69 2	0.0044286979627989375 0.0078125
16 81 88	0.050955414012738856 0.02734375
16 81 115	0.6666666666666666 0.25390625
16 108 20 85	0.0003767210202398325 0.03125
16 108 35 100	0.00011117446128833861 0.02734375
16 108 39 105	4.714757190004715e-05 0.00390625
16 108 40 105	4.076807044722573e-05 0.00390625
16 108 46 111	1.9043982200554403e-05 0.06640625
16 108 50	0.4 0.0078125
16 108 51 116	0.00011163206072784104 0.015625
16 108 115	0.25 0.00390625
20 3 68 85	0.0002990430622009569 0.078125
20 15 100	0.0001881160801625323 0.0546875
20 15 100 50	0.06444906444906445 0.1015625
20 15 100 115	0.06060606060606061 0.09375
20 18 15 100	2.349341324913905e-05 0.07421875
20 18 18 85	8.159005588685692e-05 0.1796875
20 18 18 104	0.0003646648918496265 0.00390625
20 18 18 108	0.00456934453836842 0.00390625
20 18 27 85	9.81064291245286e-05 0.1640625
20 18 27 108	0.002186987424822307 0.00390625
20 18 83 85	7.949005902557955e-05 0.1796875
20 18 83 104	0.00038104201899145847 0.00390625
20 18 83 108	0.004357594932910865 0.00390625
20 18 85	5.52238036683332e-05 0.09375
20 18 85 50	0.005404323458767014 0.05078125
20 18 85 58	0.000121153380179307 0.00390625
20 18 85 115	0.005442451118726063 0.05078125
20 18 86 2	0.0008024072216649949 0.09375
20 18 86 4	0.00039502271380604387 0.01171875
20 18 92 85	9.646152706635807e-05 0.1640625
20 18 92 108	0.002183406113537118 0.00390625
20 18 108	0.004098360655737705 0.00390625
20 18 126 2	0.0003102592388306674 0.03125
20 19 84 85	0.0002460642153037029 0.13671875
20 27 15 100	3.848573437442179e-05 0.0625
20 27 18 85	0.00011941028983003826 0.1640625
20 27 18 108	0.0070921985815602835 0.00390625
20 27 27 85	0.00024092787462223333 0.16015625
20 27 83 85	0.0001188931084179741 0.1640625
20 27 85	0.0001350794604926348 0.0625
20 27 85 88	0.0008572653236176596 0.00390625
20 27 85 115	0.006896551724137931 0.03125
20 27 86 2	0.0012836447360378167 0.07421875
20 27 92 85	0.00023736315101408842 0.16015625
20 30 85	0.0004361098996947231 0.00390625
20 30 95 104	0.00819672131147541 0.00390625
20 34 77	0.0010485844110450892 0.0078125
20 34 77 58	0.006896551724137931 0.00390625
20 34 99 85	0.00026878297896419526 0.12890625
20 34 104	0.00010233843319858773 0.0078125
20 34 104 50	0.019230769230769232 0.0078125
20 34 105	0.00014494854326714017 0.01171875
20 34 105 115	0.04113924050632911 0.046875
20 45 110 85	0.00011765862318559978 0.1796875
20 45 110 104	0.00017882232724485885 0.00390625
20 45 110 108	0.004674717569146864 0.00390625
20 52 117 104	0.13333333333333333 0.00390625
20 66 35 100	0.00018482921780275027 0.01953125
20 77 12 85	0.000287233146118872 0.125
20 77 12 105	3.8178139197495516e-05 0.00390625
20 77 20 85	0.0002651459075833939 0.125
20 77 35 100	2.5175718648756242e-05 0.046875
20 77 40 105	0.00012966804979253112 0.00390625
20 77 46 111	2.650541367210223e-05 0.10546875
20 77 50	0.06060606060606061 0.0078125
20 77 115	0.5 0.00390625
20 83 18 85	9.307975539144966e-05 0.1796875
20 83 18 104	7.41721688466067e-05 0.00390625
20 83 18 108	0.006485037383898249 0.00390625
20 83 27 85	0.0001082448602873997 0.1640625
20 83 83 85	8.45907740641271e-05 0.1796875
20 83 83 104	7.851016361507759e-05 0.00390625
20 83 83 108	0.006924622420122439 0.00390625
20 83 85	5.505082108299645e-05 0.09375
20 83 85 115	0.006641175286778024 0.05078125
20 83 86 2	0.0008017638805371818 0.09375
20 83 86 4	0.00039494470774091627 0.01171875
20 83 92 85	0.00010745115257002755 0.1640625
20 83 92 108	0.002129925452609159 0.00390625
20 83 108	0.004098360655737705 0.00390625
20 85	0.0003362616115337733 0.125
20 85 1 66	0.002455976374899325 0.0390625
20 85 6 71	3.79104772993347e-05 0.0234375
20 85 8	0.0006540222367560497 0.0078125
20 85 8 123	0.028388928317955996 0.00390625
20 85 12 85	0.00026351792031657285 0.125
20 85 12 104	3.988214825191559e-05 0.01171875
20 85 16 81	7.295262394615047e-05 0.0546875
20 85 20 85	0.00029503455046133483 0.1875
20 85 20 104	0.00022647403358063258 0.00390625
20 85 20 108	0.0016688918558077437 0.00390625
20 85 23	0.003528225806451613 0.02734375
20 85 35 100	0.00012358729365991866 0.09375
20 85 36 101	3.1655453601546475e-05 0.046875
20 85 37 111	4.787028520432064e-05 0.02734375
20 85 39 77	0.0025309612738352665 0.01953125
20 85 39 85	0.00020153684765364602 0.12109375
20 85 39 104	7.643163190526074e-05 0.01953125
20 85 39 105	0.00015483534483461142 0.0625
20 85 40 77	0.0014404634949941905 0.015625
20 85 40 85	0.00027947012464367557 0.09375
20 85 40 105	0.0001406579010902037 0.05859375
20 85 41 106	6.186020021373766e-05 0.0078125
20 85 43 81	0.0002496726366758479 0.02734375
20 85 43 108	0.0003121230717142434 0.015625
20 85 44	0.0008949880668257757 0.01171875
20 85 44 58	0.009685230024213076 0.00390625
20 85 44 109	0.00021757103694356207 0.00390625
20 85 46 111	3.700736941793074e-05 0.29296875
20 85 49 114	5.5411874199213604e-05 0.00390625
20 85 50	0.07076350093109869 0.3359375
20 85 50 115	0.054000981836033385 0.13671875
20 85 51 116	0.00015103298049760048 0.0390625
20 85 57 85	0.00026561835954101146 0.078125
20 85 57 122	0.0005344425986380621 0.02734375
20 85 58 115	0.031914893617021274 0.01171875
20 85 58 123	0.0065065065065065065 0.0234375
20 85 67 2	0.0019116340432406235 0.078125
