71 6 94	1.0 0.09433962264150944
71 20 34 93	0.07894736842105263 0.05660377358490566
71 20 85 43	0.004608294930875576 0.018867924528301886
71 20 95 93	0.09523809523809523 0.05660377358490566
71 20 95 118	0.015873015873015872 0.018867924528301886
71 46 102 43	0.16666666666666666 0.018867924528301886
71 46 111 43	0.014057507987220448 0.07547169811320754
71 46 111 79	0.044444444444444446 0.018867924528301886
71 109 39 93	0.3333333333333333 0.018867924528301886
94	1.0 1.0
94 0 37 94	1.0 0.018867924528301886
94 0 37 121	1.0 0.018867924528301886
94 0 39 93	0.5 0.018867924528301886
94 0 45	0.4 0.018867924528301886
94 0 65	1.0 0.018867924528301886
94 6 71	0.005245588936576061 0.16981132075471697
94 6 71 10	0.11622962437987243 0.3018867924528302
94 6 71 32	0.3815789473684211 0.07547169811320754
94 6 71 33	0.11594202898550725 0.03773584905660377
94 6 71 79	0.08333333333333333 0.05660377358490566
94 6 71 121	0.16666666666666666 0.018867924528301886
94 6 102 10	0.25 0.018867924528301886
94 14 6 71	0.006987577639751553 0.09433962264150944
94 14 10	0.625 0.09433962264150944
94 14 10 32	1.0 0.018867924528301886
94 14 10 33	1.0 0.018867924528301886
94 14 10 97	0.06666666666666667 0.05660377358490566
94 14 23 10	1.0 0.018867924528301886
94 14 28 93	0.2727272727272727 0.05660377358490566
94 14 28 118	0.11764705882352941 0.03773584905660377
94 14 40 93	0.125 0.018867924528301886
94 14 79	1.0 0.20754716981132076
94 14 88 10	0.14285714285714285 0.018867924528301886
94 14 121	1.0 0.018867924528301886
94 16 81	0.07142857142857142 0.018867924528301886
94 20 15 100	0.0012453300124533001 0.018867924528301886
94 20 18 85	0.00016190835986831453 0.05660377358490566
94 20 34 104	0.001402524544179523 0.018867924528301886
94 20 34 105	0.002053388090349076 0.018867924528301886
94 20 83 85	0.00015971889474524837 0.05660377358490566
94 20 85	0.002736726874657909 0.07547169811320754
94 20 95 104	0.0019083969465648854 0.018867924528301886
94 20 95 105	0.001968503937007874 0.018867924528301886
94 20 117 104	0.011904761904761904 0.018867924528301886
94 20 117 105	0.010752688172043012 0.018867924528301886
94 21 86	1.0 0.05660377358490566
94 21 95	1.0 0.05660377358490566
94 25 90	0.0778688524590164 0.24528301886792453
94 25 90 32	0.0125 0.018867924528301886
94 25 90 97	0.025423728813559324 0.09433962264150944
94 28 52 93	0.22857142857142856 0.07547169811320754
94 28 52 118	0.08196721311475409 0.03773584905660377
94 28 93	0.15867158671586715 0.49056603773584906
94 28 93 32	0.2153846153846154 0.07547169811320754
94 28 93 33	1.0 0.03773584905660377
94 28 93 79	0.375 0.018867924528301886
94 28 93 97	0.023622047244094488 0.05660377358490566
94 28 104 10	0.046511627906976744 0.03773584905660377
94 28 104 43	0.004464285714285714 0.018867924528301886
94 28 104 45	0.00234192037470726 0.018867924528301886
94 28 104 65	1.0 0.018867924528301886
94 28 105 10	0.08225108225108226 0.1320754716981132
94 28 105 43	0.011278195488721804 0.018867924528301886
94 28 105 79	0.16666666666666666 0.018867924528301886
94 28 117	0.008771929824561403 0.018867924528301886
94 28 117 93	0.4 0.09433962264150944
94 28 118	0.03409090909090909 0.09433962264150944
94 28 118 10	0.0830188679245283 0.1320754716981132
94 29 94	0.8058103975535168 1.0
94 29 94 32	0.44565217391304346 0.05660377358490566
94 29 94 97	0.05269922879177378 0.07547169811320754
94 29 102 10	0.23655913978494625 0.03773584905660377
94 29 102 45	0.08 0.018867924528301886
94 29 102 65	1.0 0.018867924528301886
94 29 114	0.022222222222222223 0.018867924528301886
94 29 114 43	1.0 0.018867924528301886
94 29 121	1.0 0.018867924528301886
94 30 86	1.0 0.05660377358490566
94 30 95	1.0 0.05660377358490566
94 32	0.5 0.03773584905660377
94 32 6 71	0.018518518518518517 0.018867924528301886
94 32 29 94	0.9647058823529412 0.3584905660377358
