102 1 66	0.002898550724637681 0.0008624407072013799
102 6 71	0.009748589020010261 0.004312203536006899
102 6 71 8	0.0273972602739726 0.00043122035360068997
102 6 71 73	0.028169014084507043 0.00043122035360068997
102 6 71 75	0.0113314447592068 0.0008624407072013799
102 10 75	0.003656307129798903 0.0008624407072013799
102 33 6 71	0.00784313725490196 0.00258732212160414
102 33 10 75	0.004132231404958678 0.00043122035360068997
102 37 102	0.008888888888888889 0.0008624407072013799
102 37 106	1.0 0.007330746011211729
102 37 111	0.0006090133982947625 0.0008624407072013799
102 37 111 23	0.008771929824561403 0.00043122035360068997
102 37 111 88	0.009615384615384616 0.00043122035360068997
102 46 106	0.625 0.00129366106080207
102 46 111	0.0019264935676520324 0.007330746011211729
102 46 111 8	0.0045105999097880016 0.00043122035360068997
102 46 111 23	0.0012842465753424657 0.00043122035360068997
102 46 111 73	0.005356186395286556 0.00043122035360068997
102 46 111 88	0.0014416146083613647 0.00043122035360068997
102 50 6 71	0.006439742410303588 0.00258732212160414
102 50 10 75	0.01680672268907563 0.0008624407072013799
102 50 41 106	0.005873715124816446 0.0017248814144027599
102 50 46 106	0.5 0.00043122035360068997
102 50 46 111	0.002478551000953289 0.00646830530401035
102 115 6 71	0.006439742410303588 0.00258732212160414
102 115 10 75	0.01680672268907563 0.0008624407072013799
102 115 41 106	0.005873715124816446 0.0017248814144027599
102 115 46 106	0.5 0.00043122035360068997
102 115 46 111	0.002478551000953289 0.00646830530401035
106	1.0 1.0
106 1 66	0.03390175567856831 0.08408796895213454
106 1 66 8	0.027576197387518143 0.00129366106080207
106 1 66 23	0.06318883174136664 0.0021561017680034496
106 1 66 44	0.08776806989674345 0.0034497628288055198
106 1 66 50	0.044912923923006415 0.00043122035360068997
106 1 66 58	0.08657534246575342 0.0034497628288055198
106 1 66 73	0.03027084439723845 0.00129366106080207
106 1 66 85	0.01231830500123183 0.014661492022423459
106 1 66 88	0.07550482879719052 0.0021561017680034496
106 1 66 109	0.1054072553045859 0.00603708495040966
106 1 66 123	0.040290620871862616 0.00129366106080207
106 6 71	0.12030434942633346 0.6075894782233722
106 6 71 2	0.022292993630573247 0.00560586459680897
