1 66 18	0.0654627539503386 0.012469691721510218
1 66 20	0.13229571984435798 0.0006927606511950121
1 66 83 18	0.039564602756323834 0.014547973675095255
3 68 18 92	0.027985074626865673 0.0024246622791825423
3 68 27 92	0.140625 0.0020782819535850364
3 68 83 92	0.029644268774703556 0.0024246622791825423
3 68 92	0.5 0.0038101835815725666
14 79 83 18	0.01685946666372438 0.0006927606511950121
15 80	0.006296819599584122 0.4069968825770696
15 80 15 80	0.005035149529456978 0.4156563907170073
15 80 18	0.020922998252865727 0.03775545549012816
15 80 18 18	0.00785561844972367 0.042951160374090754
15 80 18 27	0.025717450554575798 0.04745410460685833
15 80 18 83	0.00765838156014145 0.04329754069968826
15 80 18 92	0.026263282770573663 0.04814686525805334
15 80 18 95	0.0007203909581199743 0.4340145479736751
15 80 18 98	0.014416243654822336 0.00034638032559750607
15 80 19 84	0.010222050423055448 0.01489435400069276
15 80 27	0.013910222680492735 0.5226879113266366
15 80 27 27	0.012635483620765466 0.5109109802563214
15 80 27 30	0.008375906390455882 0.005195704883962591
15 80 27 92	0.012583730743266968 0.5150675441634915
15 80 27 95	0.0015211391350561012 0.4350536889504676
15 80 30	0.008424140585924549 0.01489435400069276
15 80 30 18	0.001841249695159033 0.024246622791825424
15 80 30 27	0.0074706350133464435 0.037062694838933145
15 80 30 34	0.00802549945927486 0.004156563907170073
15 80 30 92	0.00717396806415741 0.0398337374437132
15 80 30 95	0.0022215962205538826 0.4381711118808452
15 80 33	0.0088261253309797 0.006927606511950121
15 80 33 98	0.032861018993066024 0.019397298233460338
15 80 34	0.0011770640659155877 0.0017319016279875303
15 80 34 30	0.008309826942136158 0.02112919986144787
15 80 34 99	0.0063943729518024135 0.019397298233460338
15 80 45 110	0.003723763744007236 0.044683062002078285
15 80 51 116	1.006169495959391e-05 0.0013855213023900243
15 80 52	0.00019611798457952305 0.0114305507447177
15 80 52 27	0.014157570517669945 0.03602355386214063
15 80 52 33	0.008152173913043478 0.0010391409767925182
15 80 52 52	0.002508361204013378 0.0010391409767925182
15 80 52 92	0.025825242718446603 0.03602355386214063
15 80 52 117	0.0038966904004255807 0.26013162452372707
15 80 56 117	0.002898550724637681 0.013855213023900243
15 80 77 12	0.010089463220675944 0.02805680637339799
15 80 77 40	0.011892963330029732 0.015240734326290266
15 80 83	0.020745852908161146 0.03810183581572567
15 80 83 18	0.00957621833339549 0.042951160374090754
15 80 83 27	0.021204684145782582 0.047107724281260824
15 80 83 83	0.009230107121340153 0.04329754069968826
15 80 83 95	0.000717327277339082 0.4340145479736751
15 80 85 20	0.012659233803910284 0.04052649809490821
15 80 85 39	0.00432151281952125 0.04780048493245584
15 80 85 40	0.004499308876270173 0.09871839279528923
15 80 86 21	0.019478998594701504 0.016972635954277795
15 80 86 30	0.03412073490813648 0.004502944232767579
15 80 92	0.014168796443980072 0.5289227571873918
15 80 92 27	0.013634902287713153 0.5116037409075165
15 80 92 30	0.0083765703792229 0.0038101835815725666
15 80 92 92	0.013825957493000344 0.513335642535504
15 80 92 95	0.001458757304606475 0.4347073086248701
15 80 95	0.0020303077703964527 0.4381711118808452
15 80 95 27	0.006070714329677151 0.4471770003463803
15 80 95 30	0.008341833238530586 0.03567717353654312
15 80 95 33	0.0011212005470473 0.010045029442327675
15 80 95 52	0.0008146890188418815 0.03082784897817804
15 80 95 92	0.006164065600466274 0.44890890197436784
15 80 95 99	0.0034285714285714284 0.017319016279875303
15 80 98	0.0029239766081871343 0.0020782819535850364
15 80 98 33	0.04089581304771178 0.007620367163145133
15 80 98 52	0.016981860285604014 0.006234845860755109
15 80 98 92	0.010119940029985007 0.009352268791132663
15 80 99	0.010540788267644362 0.00796674748874264
15 80 99 18	0.008685376661742983 0.014547973675095255
15 80 99 27	0.026424705507800062 0.020782819535850365
15 80 99 34	0.007107133456172677 0.004156563907170073
15 80 99 92	0.021063717746182202 0.024246622791825424
15 80 99 95	0.002208590033490735 0.34083824038794597
15 80 104 20	0.015042935206869633 0.016972635954277795
15 80 104 39	0.0114929240310921 0.05022514721163838
15 80 104 40	0.007425809050624413 0.04849324558365085
15 80 105 12	0.0090255468869512 0.012816072047107724
15 80 105 20	0.014458615304528891 0.01662625562868029
15 80 105 39	0.00976501391473315 0.027364045722202978
15 80 105 40	0.01129896761002015 0.08971250432975407
15 80 110 45	0.0019723865877712033 0.0006927606511950121
15 80 117	0.00011491233830192396 0.0024246622791825423
15 80 117 30	0.007927640329874967 0.02009005888465535
15 80 117 33	0.0009281721337411666 0.006234845860755109
15 80 117 52	0.003343654708784158 0.025978524419812955
15 80 117 99	0.0040027845457709715 0.006927606511950121
15 80 118 53	0.03626943005181347 0.00796674748874264
15 80 121 56	0.01399232678853532 0.012123311395912712
15 80 122 57	0.007216959855660803 0.0031174229303775544
15 80 126 21	0.031224489795918367 0.007273986837547627
15 80 126 61	0.009795890504471294 0.01662625562868029
15 85 20 80	0.004726890756302521 0.28680290959473503
15 85 35 80	0.004726890756302521 0.28680290959473503
15 100 8 39	0.004142723506614994 0.0048493245583650845
15 100 8 40	0.00015407133502811802 0.0010391409767925182
15 100 10 28	0.00014382281029771322 0.0006927606511950121
15 100 12	0.0013149973066320225 0.02009005888465535
15 100 12 27	0.00315059861373661 0.06754416349151368
15 100 12 30	0.004447070842639797 0.01662625562868029
15 100 12 83	0.0009753278185167792 0.023553862140630412
15 100 12 99	0.0034931659863116633 0.013508832698302737
15 100 16 30	0.02701715954728003 0.006927606511950121
15 100 20	0.009145153433999026 0.03325251125736058
15 100 20 18	0.0009999331701313493 0.040872878420505715
15 100 20 27	0.005012887925855962 0.06511950121233114
15 100 20 30	0.00283775447254781 0.005888465535157603
15 100 20 33	0.00012983921577113674 0.0010391409767925182
15 100 20 34	0.0032542713567839197 0.0017319016279875303
15 100 20 52	0.00019609765663300324 0.0010391409767925182
15 100 20 80	0.004726890756302521 0.28680290959473503
15 100 20 83	0.0009890560916017731 0.040872878420505715
15 100 20 92	0.0050985726288927825 0.06789054381711118
15 100 20 95	0.002059470769138171 0.4392102528576377
15 100 21	0.26666666666666666 0.0013855213023900243
15 100 23 39	0.0008215126786790076 0.004156563907170073
15 100 35 80	0.004837713835509607 0.42431589885694493
15 100 37 80	0.004757536564659765 0.28922757187391757
15 100 39	0.001413262715934194 0.03948735711811569
15 100 39 27	0.008371278201364893 0.10945618288881191
15 100 39 30	0.004534749694783025 0.02216834083824039
15 100 39 52	0.001188487235305082 0.00796674748874264
15 100 39 92	0.00933318679518924 0.1146518877727745
15 100 39 95	0.0018630074894821704 0.3363352961551784
15 100 39 99	0.004293573902118261 0.019743678559057846
15 100 40	0.001153540909174803 0.08971250432975407
15 100 40 18	0.0006181527168363827 0.014547973675095255
15 100 40 27	0.00674922358345634 0.22687911326636648
15 100 40 30	0.0042277055473097696 0.02216834083824039
15 100 40 52	0.0006623535132024173 0.005195704883962591
15 100 40 92	0.008106706034476083 0.229996536196744
15 100 40 99	0.0032891051019645927 0.019743678559057846
15 100 40 117	0.00018923696428702405 0.06615864218912365
15 100 43	2.054095752814682e-05 0.0031174229303775544
15 100 45 30	0.00549519327057881 0.009352268791132663
15 100 51 116	4.801683642134663e-06 0.0034638032559750607
15 100 58 39	0.0006476683937823834 0.0027710426047800486
15 100 58 40	0.0010654299323138632 0.0031174229303775544
15 100 73 39	0.004142723506614994 0.0048493245583650845
15 100 109 20	0.005166224965614412 0.009005888465535157
15 100 123 39	0.0006310641318924035 0.0027710426047800486
15 102 35 80	0.004764404477969622 0.28922757187391757
15 102 37 80	0.004784716249238148 0.2909594735019051
15 103 21	0.011136890951276101 0.0038101835815725666
15 103 21 27	0.0062363813960477875 0.01489435400069276
15 103 21 92	0.01051147288809127 0.015587114651887772
15 103 21 95	0.00018972731967999325 0.0048493245583650845
15 103 30	0.03511705685618729 0.0038101835815725666
15 103 30 92	0.022448979591836733 0.015240734326290266
15 103 31 20	0.015384615384615385 0.00034638032559750607
15 103 38 80	0.005806785590173886 0.3979909941115345
15 121 18	0.00909090909090909 0.00034638032559750607
18	0.10286783042394015 0.0571527537235885
18 1 66	0.0029686174724342664 0.011776931070315206
18 15 80	0.006195342536703919 0.03948735711811569
18 15 80 18	0.028378352508249906 0.07377900935226879
18 15 80 83	0.027102384107700644 0.0744717700034638
18 15 80 92	0.005074951973256289 0.06373397990994112
18 15 100 20	0.056565013598750075 0.05230342916522342
18 18	0.042015474978929365 0.07655005195704884
18 18 18	0.042425546890914344 0.08105299618981641
18 18 18 18	0.015774955620158307 0.08209213716660893
18 18 18 27	0.034490511297825266 0.08901974367855905
18 18 18 83	-0.0016860527768671955 0.08278489781780395
18 18 18 92	0.03657915546042653 0.09282992726013163
18 18 18 95	0.00047409289929300444 0.0020782819535850364
18 18 18 98	1.7535819394587654e-09 0.0010391409767925182
18 18 18 117	0.0002699468243969321 0.0010391409767925182
18 18 19 84	0.00811103648965273 0.03082784897817804
18 18 27	0.04086518273475562 0.08936612400415657
18 18 27 18	0.038379949374597384 0.08209213716660893
18 18 27 27	0.039577496565378394 0.08832698302736404
18 18 27 83	0.03666566569608179 0.08278489781780395
18 18 27 92	0.03731866639097279 0.09213716660893662
18 18 27 95	4.076779790560576e-05 0.0017319016279875303
18 18 33 98	0.008003112824136118 0.039140976792518184
18 18 34 30	0.029991487436293384 0.03810183581572567
18 18 34 52	0.008157335051186959 0.012123311395912712
18 18 45 92	0.03305511386169828 0.005888465535157603
18 18 45 110	0.034239570668507184 0.08313127814340146
18 18 56 84	0.003366833779362371 0.02459300311742293
18 18 77 12	0.024049842157216582 0.03082784897817804
18 18 77 20	0.02862425964253425 0.025632144094215447
18 18 83	0.043136417340482174 0.08174575684101143
18 18 83 18	-0.013614599656012735 0.08209213716660893
18 18 83 27	0.029919016556915878 0.08936612400415657
18 18 83 83	-0.00020214247125906732 0.08278489781780395
18 18 83 92	0.03325396991501621 0.09282992726013163
18 18 83 95	0.00048085357482685354 0.0020782819535850364
18 18 83 117	0.0002880346512835698 0.0010391409767925182
18 18 85 20	0.044355265925678566 0.07828195358503637
18 18 85 37	0.0006863833486763164 0.0017319016279875303
18 18 85 40	0.0011271422197531263 0.03636993418773814
18 18 86 21	0.05994279006710164 0.042951160374090754
18 18 86 30	0.04075871241729715 0.019397298233460338
18 18 92	0.04841780354333807 0.09352268791132663
18 18 92 18	0.028574913804670844 0.08209213716660893
18 18 92 27	0.04691546650132592 0.08901974367855905
18 18 92 83	0.027364284617852674 0.08278489781780395
18 18 92 92	0.04733232480284025 0.09248354693453412
18 18 92 95	2.650250724567157e-05 0.0017319016279875303
18 18 95	0.00014439394251415555 0.0020782819535850364
18 18 95 30	0.08077356943791303 0.06719778316591618
18 18 95 99	0.023009599497910593 0.0401801177693107
18 18 98	4.816196321107984e-09 0.0006927606511950121
18 18 110	0.0002047408589959277 0.009698649116730169
18 18 117	0.0001520190381868936 0.0010391409767925182
18 18 126 21	0.052980861888703344 0.0228611014894354
18 18 126 61	0.028751532262346294 0.037062694838933145
18 19 84	0.015420891299221882 0.02390024246622792
18 19 84 18	0.035027768128647295 0.06685140284031867
18 19 121	0.018867924528301886 0.0010391409767925182
18 27	0.060366416238302356 0.05542085209560097
18 27 15 80	0.002475845257129494 0.042604780048493246
18 27 18	0.03744161122840761 0.07758919293384135
18 27 18 18	0.02689821307402873 0.08174575684101143
18 27 18 27	0.03630526760100586 0.08451679944579148
18 27 18 83	0.0268637544314019 0.08243851749220645
18 27 18 92	0.04050259793446844 0.08798060270176654
18 27 27	0.08333967577441205 0.07793557325943887
18 27 27 18	0.022852948227675234 0.07862833391063388
18 27 27 27	0.05462096437517395 0.07758919293384135
18 27 27 83	0.022517679583650575 0.07932109456182888
18 27 27 92	0.06067342262922595 0.08070661586421891
18 27 45 110	0.0292143213149953 0.08313127814340146
18 27 83	0.03656593922451545 0.07828195358503637
