1 66	0.010139416983523447 0.004574042309891366
1 66 18	0.7849887133182845 0.22755860491709548
1 66 18 18	0.8040520258924613 0.22870211549456831
1 66 18 27	0.6775991598675176 0.16981132075471697
1 66 18 83	0.8162546893875606 0.23041738136077758
1 66 20	0.3151750972762646 0.013150371640937679
1 66 20 83	0.7724835668585235 0.22412807318467695
1 66 27 18	0.6549054517007904 0.15608919382504288
1 66 35 80	0.005371787372718482 0.026872498570611778
1 66 45 110	0.11857438361620393 0.2252715837621498
1 66 73 20	0.3076923076923077 0.002287021154945683
1 66 83	0.7899491812535291 0.23041738136077758
1 66 83 27	0.6817430404020366 0.17095483133218983
1 66 83 83	0.771828888626401 0.23041738136077758
1 66 85 20	0.3272646536412078 0.038307604345340196
1 66 92	0.6312056737588653 0.029159519725557463
1 121	0.3333333333333333 0.0005717552887364208
1 121 18	0.9183673469387755 0.051457975986277875
15 80	0.028740263228579102 0.06060606060606061
15 80 15 80	0.006697204144380895 0.12235563178959405
15 80 18	0.3624064478986759 0.5443110348770727
15 80 18 18	0.26605881533973924 0.5425957690108634
15 80 18 27	0.20451652112721108 0.4025157232704403
15 80 18 83	0.2718683656976964 0.5471698113207547
15 80 18 92	0.20419790104947527 0.4013722126929674
15 80 19 121	0.27365728900255754 0.005717552887364208
15 80 27	0.022884433610268144 0.10062893081761007
15 80 27 18	0.2499773723749324 0.4676958261863922
15 80 27 27	0.008141327267851597 0.13950829045168667
15 80 27 30	0.21477616039549574 0.005717552887364208
15 80 27 83	0.25267732098840157 0.4722698684962836
15 80 27 92	0.010884883584184338 0.1343624928530589
15 80 28 30	0.5714285714285714 0.002287021154945683
15 80 30	0.21986301369863015 0.04059462550028588
15 80 30 18	0.31156435083180045 0.37221269296740994
15 80 30 27	0.18947624124482113 0.05717552887364208
15 80 30 83	0.3088738351282895 0.3762149799885649
15 80 30 92	0.16028131136344234 0.05546026300743282
15 80 45 110	0.13455960561805502 0.5357347055460263
15 80 77 20	0.28448275862068967 0.046883933676386505
15 80 83	0.36710004866856705 0.5528873642081189
15 80 83 18	0.3950270888167257 0.5425957690108634
15 80 83 27	0.1658199377143037 0.4042309891366495
15 80 83 83	0.41461794108542394 0.5471698113207547
15 80 85 20	0.24648886896757807 0.1538021726700972
15 80 86 21	0.38354037267080743 0.0823327615780446
15 80 86 61	0.1699078812691914 0.031446540880503145
15 80 92	0.019988838719496728 0.09376786735277301
15 80 92 18	0.32501910997374456 0.46826758147512865
15 80 92 27	0.00679963917009121 0.13321898227558604
15 80 92 83	0.3277334453310934 0.47284162378502004
