1 66 12	0.00625 0.008333333333333333
1 66 12 95	0.010309278350515464 0.041666666666666664
1 66 12 117	0.008532423208191127 0.008333333333333333
1 66 20 95	0.006906887339545188 0.041666666666666664
1 66 20 121	0.22448979591836735 0.008333333333333333
1 66 35 80	0.002025237575946409 0.008333333333333333
1 66 37 111	0.00012948336138806163 0.008333333333333333
1 66 39 117	0.01 0.008333333333333333
1 66 40	0.0022271714922048997 0.008333333333333333
1 66 40 117	0.006060606060606061 0.008333333333333333
1 66 46 111	0.00011893598806629164 0.008333333333333333
1 66 85 16	0.001756440281030445 0.016666666666666666
1 66 85 43	0.0005844535359438924 0.008333333333333333
1 66 88 121	0.2 0.025
1 66 95	0.011547344110854504 0.03333333333333333
1 66 95 117	0.01282051282051282 0.008333333333333333
1 66 121	0.2631578947368421 0.075
6 71	0.0005181347150259067 0.008333333333333333
6 71 6 71	0.0005267745037800871 0.008333333333333333
6 71 10	0.005319148936170213 0.008333333333333333
6 71 10 75	0.0003587363512028878 0.008333333333333333
6 71 20 95	0.0006128272401708256 0.016666666666666666
6 71 21 95	0.0048250904704463205 0.008333333333333333
6 71 23 10	0.09090909090909091 0.008333333333333333
6 71 30 95	0.00041511000415110004 0.008333333333333333
6 71 37 71	0.0015404929577464788 0.008333333333333333
6 71 41 106	0.00012641836277970062 0.008333333333333333
6 71 46 111	6.431857552464326e-05 0.008333333333333333
6 71 75	0.0020408163265306124 0.008333333333333333
6 71 75 10	0.06597938144329897 0.008333333333333333
6 71 121	1.0 0.05
6 102 6 71	0.0016053204907694072 0.008333333333333333
6 102 10	0.5 0.008333333333333333
8 8 8 58	0.05660377358490566 0.008333333333333333
8 8 8 121	1.0 0.016666666666666666
8 8 20 85	0.001141552511415525 0.008333333333333333
8 8 49 114	0.011627906976744186 0.008333333333333333
8 8 58	0.1 0.008333333333333333
8 8 73 58	0.05660377358490566 0.008333333333333333
8 8 73 121	1.0 0.016666666666666666
8 8 121	1.0 0.025
8 16 81 121	1.0 0.008333333333333333
8 20 85	0.0011299435028248588 0.008333333333333333
8 20 85 121	0.5 0.008333333333333333
8 20 85 123	0.03125 0.008333333333333333
8 23 20 85	0.0017513134851138354 0.008333333333333333
8 23 51 116	0.010101010101010102 0.008333333333333333
8 40 104 121	1.0 0.008333333333333333
8 40 105 58	0.07407407407407407 0.008333333333333333
8 40 105 121	1.0 0.025
8 46 111 39	0.0002724548179093634 0.008333333333333333
