1 66 12	0.03954802259887006 0.008658008658008658
1 66 12 117	0.00510204081632653 0.008658008658008658
1 66 20 34	0.3776595744680851 0.03463203463203463
1 66 34	0.7692307692307693 0.04329004329004329
1 66 39	0.1640378548895899 0.021645021645021644
1 66 40	0.0547945205479452 0.030303030303030304
1 66 40 117	0.0013003901170351106 0.004329004329004329
1 66 57 117	0.014705882352941176 0.004329004329004329
1 66 83 95	0.0006100382851613447 0.021645021645021644
1 66 85 39	0.3966085727743759 0.03896103896103896
1 66 85 40	0.31451839370963214 0.03896103896103896
1 66 95	0.025036818851251842 0.03896103896103896
1 66 117	0.5384615384615384 0.021645021645021644
14 79 85 40	0.20833333333333334 0.004329004329004329
15 80	0.0030825436693686496 0.10822510822510822
15 80 14 12	0.03125 0.004329004329004329
15 80 14 40	0.022988505747126436 0.008658008658008658
15 80 15 80	0.0005423153051944578 0.10822510822510822
15 80 18 34	0.026479392125259037 0.17316017316017315
15 80 18 56	0.011295361691900985 0.008658008658008658
15 80 18 95	0.0007625173827079632 0.18181818181818182
15 80 18 117	0.004026845637583893 0.03896103896103896
15 80 27 34	0.06159420289855073 0.18614718614718614
15 80 27 56	0.03723404255319149 0.008658008658008658
15 80 27 95	0.0012269848500433486 0.1774891774891775
15 80 27 117	0.0036055676672815695 0.05627705627705628
15 80 30 34	0.11190676776186465 0.2077922077922078
15 80 30 95	0.00011264712682614704 0.23376623376623376
15 80 30 117	0.0927710843373494 0.1038961038961039
15 80 34	0.24302788844621515 0.5800865800865801
15 80 45 95	0.005813953488372093 0.012987012987012988
15 80 52 34	0.2015810276679842 0.06060606060606061
15 80 52 95	0.008321493809620458 0.07792207792207792
15 80 52 117	0.00039986413218734277 0.06493506493506493
15 80 56	0.03529411764705882 0.008658008658008658
15 80 77 12	0.08797524314765694 0.08658008658008658
15 80 77 39	0.10582010582010581 0.03896103896103896
15 80 77 40	0.08585055643879173 0.06060606060606061
15 80 83 34	0.02638607478356972 0.1774891774891775
15 80 83 56	0.011295361691900985 0.008658008658008658
15 80 83 95	0.000750054136971983 0.18181818181818182
15 80 83 117	0.003679109834888729 0.03896103896103896
