6 71	0.0007168458781362007 0.013245033112582781
6 71 6 71	0.00041869925608643675 0.019867549668874173
6 71 10	0.0014058106841611997 0.013245033112582781
6 71 10 97	0.005398773006134969 0.019867549668874173
6 71 12 93	0.0073964497041420114 0.006622516556291391
6 71 14 79	0.02564102564102564 0.006622516556291391
6 71 14 97	0.2 0.006622516556291391
6 71 28 93	0.009987515605493134 0.019867549668874173
6 71 29 94	0.003067484662576687 0.006622516556291391
6 71 32 97	0.006121313299944352 0.013245033112582781
6 71 39 93	0.00625 0.006622516556291391
6 71 40 93	0.006889763779527559 0.019867549668874173
6 71 53 93	0.006179196704428424 0.006622516556291391
6 71 79	0.03636363636363636 0.006622516556291391
6 71 97	0.5294117647058824 0.033112582781456956
10	1.0 0.006622516556291391
10 6 71	0.0018399264029438822 0.006622516556291391
10 6 71 10	0.0012091898428053204 0.006622516556291391
10 6 71 97	0.2 0.006622516556291391
10 14 10	1.0 0.006622516556291391
10 14 79	1.0 0.006622516556291391
10 14 97	1.0 0.006622516556291391
10 28 93	0.058823529411764705 0.006622516556291391
10 30 95	0.014084507042253521 0.006622516556291391
10 32 10	1.0 0.006622516556291391
10 32 79	1.0 0.006622516556291391
10 32 97	1.0 0.006622516556291391
10 75 10	1.0 0.006622516556291391
10 75 79	1.0 0.006622516556291391
10 75 97	1.0 0.006622516556291391
14 6 71 10	0.01694915254237288 0.006622516556291391
14 10 75 79	0.1 0.006622516556291391
14 10 97	1.0 0.006622516556291391
14 28 93 97	0.14285714285714285 0.006622516556291391
14 28 118 97	0.2 0.006622516556291391
14 29 94 97	0.0196078431372549 0.006622516556291391
14 32 97 97	0.17647058823529413 0.006622516556291391
14 41 106 10	0.0025188916876574307 0.006622516556291391
14 41 106 79	0.125 0.006622516556291391
14 46 111 10	0.0016910935738444193 0.006622516556291391
14 53 93 97	0.14285714285714285 0.006622516556291391
14 53 118 97	0.2 0.006622516556291391
14 75 6 71	7.377714384083811e-05 0.006622516556291391
14 75 10	0.0045045045045045045 0.006622516556291391
14 75 10 97	0.10025929127052723 0.006622516556291391
14 79 6 71	0.0008733624454148472 0.006622516556291391
14 79 14 97	0.2 0.006622516556291391
14 79 75 10	0.015151515151515152 0.006622516556291391
14 79 75 79	0.14285714285714285 0.006622516556291391
