15 80	0.0011947431302270011 0.0031746031746031746
15 80 15 80	0.0017953998536522808 0.0031746031746031746
15 80 15 103	0.044723710959157274 0.01904761904761905
15 80 18 95	0.003558115892917655 0.07936507936507936
15 80 27 93	0.6785714285714286 0.012698412698412698
15 80 27 95	0.006156119182467373 0.07301587301587302
15 80 27 117	0.002497918401332223 0.0031746031746031746
15 80 30 95	0.000313979746964527 0.09206349206349207
15 80 33 93	1.0 0.0031746031746031746
15 80 34 93	0.5915492957746479 0.10476190476190476
15 80 52 93	0.2727272727272727 0.006349206349206349
15 80 83 95	0.0026071185672183177 0.07936507936507936
15 80 85 10	0.11940298507462686 0.015873015873015872
15 80 85 65	0.42857142857142855 0.006349206349206349
15 80 92 95	0.00573596077342955 0.07301587301587302
15 80 93	0.7321428571428571 0.11746031746031746
15 80 93 33	0.6666666666666666 0.0031746031746031746
15 80 95	0.008457142857142858 0.09523809523809523
15 80 95 93	0.35172413793103446 0.08571428571428572
15 80 95 98	0.038461538461538464 0.0031746031746031746
15 80 117	0.03375527426160337 0.015873015873015872
15 80 117 95	0.2857142857142857 0.0031746031746031746
15 100 10	0.028708133971291867 0.015873015873015872
15 100 12 93	0.2666184971098266 0.10476190476190476
15 100 12 117	0.035048471290082026 0.009523809523809525
15 100 16	0.006095374686267479 0.009523809523809525
15 100 20 86	0.00347359863474808 0.006349206349206349
15 100 20 93	0.8470588235294118 0.006349206349206349
15 100 20 95	0.013561222794484134 0.09206349206349207
15 100 20 117	0.056438127090301 0.0031746031746031746
15 100 30 95	0.23693379790940766 0.05396825396825397
15 100 35 80	0.0018904696940167608 0.0031746031746031746
15 100 35 103	0.0537053705370537 0.01904761904761905
15 100 39 30	0.0012818458580355712 0.0031746031746031746
15 100 39 93	0.48518420821243297 0.10476190476190476
15 100 39 118	0.11120018323408154 0.012698412698412698
15 100 40 30	0.0038375016540955404 0.0031746031746031746
15 100 40 93	0.4466189938527161 0.10793650793650794
15 100 40 117	0.04785067873303167 0.012698412698412698
15 100 40 118	0.09238611022618669 0.012698412698412698
15 100 43	0.008379888268156424 0.025396825396825397
15 100 45	0.03306973400431344 0.015873015873015872
15 100 65	0.25 0.006349206349206349
15 103	0.16216216216216217 0.01904761904761905
15 103 10	1.0 0.0031746031746031746
15 103 30 95	0.09346846846846847 0.07936507936507936
15 103 38 80	0.0010878010878010878 0.0031746031746031746
15 103 45 110	0.08333333333333333 0.0031746031746031746
18 18 18 93	0.9999999462184275 0.0031746031746031746
18 18 18 95	0.0011094320298451169 0.0031746031746031746
18 18 27 93	0.9665538251574751 0.0031746031746031746
18 18 27 95	0.0018810952538025694 0.0031746031746031746
18 18 83 93	1.0 0.0031746031746031746
18 18 83 95	0.0010923523287381114 0.0031746031746031746
18 18 85 10	0.01641229344181744 0.0031746031746031746
18 18 86 10	0.031250456331090505 0.0031746031746031746
18 18 92 93	0.9665538251574751 0.0031746031746031746
18 18 92 95	0.0018228553702645332 0.0031746031746031746
18 18 93	1.0 0.0031746031746031746
18 18 95	0.0009505684763012136 0.0031746031746031746
18 27 18 93	1.0 0.0031746031746031746
18 27 83 93	1.0 0.0031746031746031746
18 27 83 95	0.00046951953460062993 0.0031746031746031746
18 27 93	0.9090909090909091 0.0031746031746031746
18 27 95	0.00249003984063745 0.0031746031746031746
18 45 110 93	1.0 0.0031746031746031746
18 45 110 95	0.0004951265133608277 0.0031746031746031746
18 83 18 93	0.9999859543125085 0.0031746031746031746
18 83 18 95	0.00101363087338111 0.0031746031746031746
18 83 27 93	0.853630639364002 0.0031746031746031746
18 83 27 95	0.001456681404014358 0.0031746031746031746
18 83 83 93	1.0 0.0031746031746031746
18 83 83 95	0.0009985761571228218 0.0031746031746031746
18 83 86 10	0.03125019255779301 0.0031746031746031746
18 83 92 93	0.853630639364002 0.0031746031746031746
18 83 92 95	0.001410187122167282 0.0031746031746031746
18 83 93	1.0 0.0031746031746031746
18 83 95	0.0009498399500543943 0.0031746031746031746
18 86 30 93	0.5 0.0031746031746031746
18 92 18 95	0.00044633453782976336 0.0031746031746031746
18 92 83 95	0.00044316048522054956 0.0031746031746031746
18 92 92 93	0.9230769230769231 0.0031746031746031746
18 92 92 95	0.0024606551494335367 0.0031746031746031746
18 92 93	0.9090909090909091 0.0031746031746031746
18 92 95	0.002466091245376079 0.0031746031746031746
18 110 18 93	1.0 0.0031746031746031746
19 84 27 93	0.12727272727272726 0.012698412698412698
19 84 27 118	0.015384615384615385 0.0031746031746031746
19 84 92 93	0.12727272727272726 0.012698412698412698
19 84 92 118	0.015384615384615385 0.0031746031746031746
19 84 93	0.2 0.022222222222222223
19 84 105 65	0.2 0.0031746031746031746
19 84 118	0.06666666666666667 0.006349206349206349
27 18 18 93	0.9802436350409173 0.0031746031746031746
27 18 18 95	0.0010835825547388504 0.0031746031746031746
27 18 83 93	0.9785913616032869 0.0031746031746031746
27 18 83 95	0.0010702685487133984 0.0031746031746031746
27 18 85 10	0.01667824878387769 0.0031746031746031746
27 18 93	0.9230769230769231 0.0031746031746031746
27 18 95	0.0012043356081894822 0.0031746031746031746
27 19 84 33	0.031914893617021274 0.0031746031746031746
27 19 84 93	0.09523809523809523 0.012698412698412698
27 19 84 118	0.025 0.0031746031746031746
27 27 27 33	0.022257551669316374 0.0031746031746031746
27 27 27 45	0.0015444015444015444 0.0031746031746031746
27 27 27 93	0.9303482587064676 0.08571428571428572
27 27 27 118	0.04819277108433735 0.009523809523809525
27 27 30 95	0.04589114194236926 0.02857142857142857
27 27 33	0.05405405405405406 0.0031746031746031746
27 27 77 10	0.06 0.006349206349206349
27 27 85 10	0.12195121951219512 0.0031746031746031746
27 27 92 33	0.0381791483113069 0.0031746031746031746
27 27 92 45	0.0025713551041398816 0.0031746031746031746
27 27 92 93	0.8771186440677966 0.11746031746031746
27 27 92 118	0.05042016806722689 0.006349206349206349
27 27 93	0.9141104294478528 0.21587301587301588
27 27 93 97	0.07142857142857142 0.0031746031746031746
27 27 95	0.0037735849056603774 0.006349206349206349
27 27 99 95	0.07017543859649122 0.015873015873015872
27 27 104 43	0.003676470588235294 0.0031746031746031746
27 27 104 45	0.026490066225165563 0.006349206349206349
27 27 104 65	1.0 0.0031746031746031746
27 27 105 10	0.05673758865248227 0.022222222222222223
27 27 110	1.0 0.0031746031746031746
27 27 117	0.06422018348623854 0.009523809523809525
27 27 118	0.06802721088435375 0.01904761904761905
27 27 118 10	0.16153846153846155 0.022222222222222223
27 27 118 97	1.0 0.0031746031746031746
27 27 121 124	0.08333333333333333 0.0031746031746031746
27 30 15 80	0.0010024057738572574 0.0031746031746031746
27 30 34 93	0.10144927536231885 0.012698412698412698
27 30 86 10	0.31746031746031744 0.006349206349206349
27 30 95	0.037396121883656507 0.025396825396825397
27 30 95 93	0.16216216216216217 0.031746031746031744
27 30 95 118	0.02027027027027027 0.0031746031746031746
27 33	0.13043478260869565 0.0031746031746031746
27 33 28 33	0.42857142857142855 0.0031746031746031746
27 33 92 93	1.0 0.0031746031746031746
27 33 98 33	0.05568445475638051 0.0031746031746031746
27 33 98 45	0.0017371163867979154 0.0031746031746031746
27 33 98 93	0.5238095238095238 0.009523809523809525
27 33 98 118	0.029411764705882353 0.0031746031746031746
27 45	0.008264462809917356 0.0031746031746031746
27 45 98 33	0.3333333333333333 0.0031746031746031746
27 45 98 45	0.03333333333333333 0.0031746031746031746
27 45 98 93	0.3333333333333333 0.006349206349206349
27 45 110 33	0.006240639041437843 0.0031746031746031746
27 45 110 45	6.817097279978186e-05 0.0031746031746031746
27 45 110 93	0.5488721804511278 0.025396825396825397
27 45 110 118	0.006276150627615063 0.006349206349206349
27 52 85 45	0.004081632653061225 0.0031746031746031746
27 52 92 93	0.7142857142857143 0.015873015873015872
27 52 95 93	0.5 0.006349206349206349
27 52 117 33	0.11428571428571428 0.0031746031746031746
27 52 117 45	0.022727272727272728 0.0031746031746031746
27 52 117 93	0.84 0.07301587301587302
27 52 117 118	0.07352941176470588 0.009523809523809525
27 77 12 93	0.14979757085020243 0.04126984126984127
27 77 39 93	0.34375 0.02857142857142857
27 77 39 117	0.045454545454545456 0.0031746031746031746
27 77 40 93	0.09523809523809523 0.022222222222222223
27 83 15 103	0.0029069767441860465 0.0031746031746031746
27 83 18 93	0.9558376328210602 0.0031746031746031746
27 83 27 93	0.7766990291262136 0.0031746031746031746
27 83 83 95	0.0011579099516230392 0.0031746031746031746
27 83 85 10	0.016506189821182942 0.0031746031746031746
27 83 93	0.9230769230769231 0.0031746031746031746
27 92 15 103	0.032467532467532464 0.012698412698412698
27 92 18 93	0.9915254237288136 0.0031746031746031746
27 92 27 33	0.030190431955411056 0.0031746031746031746
27 92 27 45	0.0015542699248769537 0.0031746031746031746
27 92 27 93	0.8492462311557789 0.13015873015873017
27 92 27 118	0.03 0.009523809523809525
27 92 30 95	0.03722677595628415 0.08571428571428572
27 92 33	0.088 0.0031746031746031746
27 92 45	0.0013227513227513227 0.0031746031746031746
27 92 77 10	0.04838709677419355 0.006349206349206349
27 92 83 93	0.9915254237288136 0.0031746031746031746
27 92 92 33	0.0305594734367654 0.0031746031746031746
27 92 92 45	0.0016044210713967377 0.0031746031746031746
27 92 92 93	0.8667563930013459 0.11746031746031746
27 92 92 117	0.019823788546255508 0.006349206349206349
27 92 92 118	0.03081232492997199 0.006349206349206349
27 92 93	0.93 0.35873015873015873
27 92 95	0.003787878787878788 0.006349206349206349
27 92 99 95	0.11328125 0.06984126984126984
27 92 104 10	0.015037593984962405 0.0031746031746031746
27 92 104 43	0.018333333333333333 0.01904761904761905
27 92 104 45	0.06606217616580311 0.012698412698412698
27 92 104 65	1.0 0.0031746031746031746
27 92 105 10	0.0702576112412178 0.0380952380952381
27 92 105 16	0.008700380641653072 0.009523809523809525
27 92 110	1.0 0.0031746031746031746
27 92 117	0.058823529411764705 0.01904761904761905
27 92 117 32	0.5555555555555556 0.0031746031746031746
27 92 117 45	0.0847457627118644 0.0031746031746031746
27 92 117 95	0.2857142857142857 0.0031746031746031746
27 92 118	0.06474820143884892 0.03492063492063492
27 92 118 10	0.20754716981132076 0.044444444444444446
27 92 118 97	0.5 0.006349206349206349
27 92 121	0.16326530612244897 0.006349206349206349
27 92 121 124	0.16666666666666666 0.006349206349206349
27 93	0.2857142857142857 0.006349206349206349
27 93 28 93	0.40298507462686567 0.022222222222222223
27 93 28 121	0.05555555555555555 0.0031746031746031746
27 93 53 93	0.8333333333333334 0.015873015873015872
27 98 27 93	1.0 0.0031746031746031746
27 98 92 93	1.0 0.0031746031746031746
27 104 20 95	0.007574674860654566 0.06666666666666667
27 104 37 94	0.25 0.0031746031746031746
27 104 37 121	1.0 0.0031746031746031746
27 104 39 33	0.17647058823529413 0.0031746031746031746
27 104 39 45	0.005016722408026756 0.0031746031746031746
27 104 39 93	0.17446043165467626 0.006349206349206349
27 104 40 93	0.31333333333333335 0.09523809523809523
27 104 40 117	0.03676470588235294 0.009523809523809525
27 104 45	0.022988505747126436 0.006349206349206349
27 104 65	1.0 0.0031746031746031746
27 105 6 71	0.00023049441051054513 0.009523809523809525
27 105 10	0.07142857142857142 0.006349206349206349
27 105 12 93	0.08771929824561403 0.0031746031746031746
27 105 20 95	0.004475294547447255 0.07936507936507936
27 105 39 93	0.07947019867549669 0.02857142857142857
27 105 40 33	0.16111111111111112 0.0031746031746031746
27 105 40 45	0.01838235294117647 0.0031746031746031746
27 105 40 93	0.19073083778966132 0.009523809523809525
27 105 45 10	0.3125 0.006349206349206349
27 117 27 93	0.7777777777777778 0.015873015873015872
27 117 30 95	0.024872448979591837 0.06349206349206349
27 117 30 117	0.041666666666666664 0.0031746031746031746
27 117 52 45	0.004166666666666667 0.0031746031746031746
27 117 52 93	0.43902439024390244 0.047619047619047616
27 117 52 118	0.046511627906976744 0.006349206349206349
27 117 56 93	0.5833333333333334 0.022222222222222223
27 117 92 93	0.7777777777777778 0.015873015873015872
27 118 10	0.4 0.012698412698412698
27 118 53 93	0.14285714285714285 0.0031746031746031746
27 121 52 93	1.0 0.0031746031746031746
27 126 61 93	0.06535947712418301 0.006349206349206349
30 1 66 65	1.0 0.0031746031746031746
30 1 66 86	0.008730691739422432 0.015873015873015872
30 1 66 95	0.044359949302915085 0.09841269841269841
30 1 121 95	0.09090909090909091 0.01904761904761905
30 15 80	7.63708568810142e-05 0.0031746031746031746
30 15 80 93	0.28651685393258425 0.09206349206349207
30 15 80 95	0.0032546786004882017 0.15555555555555556
30 15 80 117	0.003126302626094206 0.012698412698412698
30 15 100 10	0.01591128254580521 0.025396825396825397
30 15 100 43	0.0010761196391834151 0.031746031746031744
30 15 100 45	0.01372071080358547 0.031746031746031744
30 15 100 65	0.06382978723404255 0.012698412698412698
30 15 100 79	0.04564315352697095 0.015873015873015872
30 15 103	0.01297016861219196 0.01904761904761905
30 18 18 86	0.00037594191472068046 0.025396825396825397
30 18 18 95	0.0027961372703959424 0.19682539682539682
30 18 27 95	0.0012889896925737127 0.18095238095238095
30 18 34 118	0.000962000962000962 0.006349206349206349
30 18 83 86	0.0003932670215531713 0.025396825396825397
30 18 83 95	0.002512300968112377 0.19682539682539682
30 18 85 45	0.002125058220773172 0.015873015873015872
30 18 92 86	0.00036617479782476587 0.025396825396825397
30 18 92 95	0.0012557372315150667 0.18095238095238095
30 18 95	4.967216371945162e-05 0.006349206349206349
30 18 95 32	0.001652892561983471 0.0031746031746031746
30 18 95 118	0.0006863417982155113 0.0031746031746031746
30 19 84 95	0.0024242424242424242 0.02857142857142857
30 27 18 95	0.0015682174594877157 0.18095238095238095
30 27 27 95	0.005213045538753177 0.19682539682539682
30 27 83 86	0.0002753242083024296 0.025396825396825397
30 27 83 95	0.001571637135312373 0.18412698412698414
30 27 85 45	0.005677444187836798 0.01904761904761905
30 27 92 95	0.005691282620766241 0.19682539682539682
30 27 95	0.00018732730763827097 0.009523809523809525
30 27 95 32	0.007142857142857143 0.0031746031746031746
30 27 95 93	0.017994858611825194 0.01904761904761905
30 27 95 117	0.0010434782608695651 0.006349206349206349
30 30 15 80	0.001893939393939394 0.0031746031746031746
30 30 95 118	0.25 0.0031746031746031746
30 33 34 93	0.16666666666666666 0.0031746031746031746
30 33 34 117	0.125 0.0031746031746031746
30 33 98 95	0.03339041095890411 0.06349206349206349
30 34 30 95	0.03567864271457086 0.2
30 34 52 93	0.16666666666666666 0.0031746031746031746
30 34 52 95	0.07894736842105263 0.09841269841269841
30 34 93	0.4110787172011662 0.3142857142857143
30 34 99 86	0.00311122634171636 0.025396825396825397
30 34 99 93	0.17647058823529413 0.006349206349206349
30 34 99 95	0.02523484988027261 0.2
30 34 104 16	0.005596597268860533 0.006349206349206349
30 34 104 43	0.016666666666666666 0.022222222222222223
30 34 104 45	0.10011966493817312 0.047619047619047616
30 34 104 79	0.10344827586206896 0.006349206349206349
30 34 105 10	0.14537444933920704 0.04126984126984127
30 34 105 16	0.011043967493227756 0.01904761904761905
30 34 105 43	0.01410105757931845 0.01904761904761905
30 34 105 45	0.06675938803894298 0.025396825396825397
30 34 117	0.10465116279069768 0.0380952380952381
30 34 118	0.05873015873015873 0.05396825396825397
30 34 118 10	0.12224108658743633 0.04126984126984127
30 34 124	0.5714285714285714 0.006349206349206349
30 45 110 86	0.00040656652965054485 0.025396825396825397
30 45 110 95	0.0017286070182452875 0.2
30 52 95 93	0.23529411764705882 0.012698412698412698
